board,holding,hand_score,category,action,correct_decision,pot_size
JsKs5d,Jd9c,35,セカンドペア(中),check,Check,5
9s7s4c,AdJh,49,Aハイ+2OC,check,Check,5
AcKs7d,Ah7c,75,2ペア(top+mid),bet,Bet 4,5
8h8cTc,Qh7h,20,Qハイ+BDFD,bet,Bet 2,5
9s7s4c,TsTc,77,オーバーペア(中)+BDFD,bet,Bet 4,5
Ks7h2d,Ac9h,25,Aハイ,check,Check,5
Ad9h8h,Qh5h,51,Qハイ+FD,check,Check,5
Th4c5d,Js5s,35,セカンドペア(中),check,Check,5
Jh4h5s,Ah7c,30,Aハイ+BDFD,bet,Bet 4,5
QcAdKh,9h6h,14,空振り+BDFD+BDSD,check,Check,5
Ks7h2d,As4s,30,Aハイ+BDFD,bet,Bet 2,5
Th3s2d,Ks8c,20,Kハイ,check,Check,5
4s4h3h,Td9h,32,空振り+2OC,bet,Bet 2,5
QcAdKh,Kc9s,36,セカンドペア(中)+BDSD,check,Check,5
JsKs5d,Tc6c,8,空振り,check,Check,5
9dTs8s,Kd9s,46,セカンドペア(強)+BDFD+BDSD,check,Check,5
Ad9h8h,Ac9d,78,2ペア(top2),bet,Bet 4,5
9dTs8s,Ah4c,27,Aハイ+BDSD,check,Check,5
AcKs7d,QdQc,46,アンダーペア(高)+BDSD,check,Check,5
5c5dAh,KsJd,20,Kハイ,check,Check,5
Ad8d3d,As9d,86,TPMK+FD,check,Check,5
Th3s2d,Ah7h,31,Aハイ+BDFD+BDSD,check,Check,5
7d6c4h,As7h,70,TPTK,bet,Bet 2,5
7d6c4h,Qh6h,47,セカンドペア(強)+BDFD,bet,Bet 2,5
JsKs5d,AhQd,41,Aハイ+GS,check,Check,5
JsKs5d,AhTd,41,Aハイ+GS,check,Check,5
9s7s4c,QsTc,39,Qハイ+2OC,bet,Bet 4,5
Td6h4h,AdJs,49,Aハイ+2OC,check,Check,5
5c5dAh,As4d,78,2ペア(top2),check,Check,5
Th3s2d,Ah7h,31,Aハイ+BDFD+BDSD,check,Check,5
6s8d7c,3s3h,36,アンダーペア(低)+BDSD,check,Check,5
Ad9h8h,QhQd,50,アンダーペア(高)+BDFD,check,Check,5
6s8d7c,Jh9h,42,Jハイ+OESD,bet,Bet 2,5
9s7s4c,KhQh,44,Kハイ+2OC,check,Check,5
JsKs5d,Ad8c,25,Aハイ,check,Check,5
TsKcAh,Jc9d,26,Jハイ+GS,bet,Bet 4,5
6s8d7c,Qh3h,17,Qハイ+BDSD,check,Check,5
Td6h4h,Ac3s,25,Aハイ,check,Check,5
9dTs8s,9s6s,80,セカンドペア(弱)+FD+GS,check,Check,5
8h8cTc,Ad5s,25,Aハイ,check,Check,5
Th4c5d,6h6c,36,アンダーペア(低)+BDSD,check,Check,5
Ad8d3d,As5d,81,TPWK+FD,check,Check,5
Td6h4h,QdJd,39,Qハイ+2OC,bet,Bet 4,5
AcKs7d,JcTc,58,Jハイ+BDFD+GS,bet,Bet 4,5
9dTs8s,Qh5h,31,Qハイ+GS,check,Check,5
Ad9h8h,Qc9s,42,セカンドペア(強),check,Check,5
JcJh4s,AsKs,49,Aハイ+2OC,bet,Bet 2,5
AcKs7d,9s6s,13,空振り+BDFD,bet,Bet 4,5
QcAdKh,Ac6d,46,TPWK+BDSD,check,Check,5
7d6c4h,Ac3c,73,Aハイ+BDFD+GS,check,Check,5
Th4c5d,As4d,32,ボトムペア,check,Check,5
Td6h4h,JdJc,72,オーバーペア(中),bet,Bet 4,5
AcKs7d,Kh6h,32,セカンドペア(弱),check,Check,5
TsKcAh,KhTd,68,2ペア(split),check,Check,5
8h8cTc,Ac6s,30,Aハイ+BDFD,bet,Bet 2,5
5c2d3h,Jh9d,34,Jハイ+2OC,bet,Bet 2,5
Th4c5d,AhJh,49,Aハイ+2OC,check,Check,5
5c5dAh,KsQd,22,Kハイ+BDSD,check,Check,5
9dTs8s,JdTc,82,TPMK+OESD,check,Check,5
Th4c5d,9d7d,13,空振り+BDFD,check,Check,5
Ad8d3d,Ks9d,38,Kハイ+FD,check,Check,5
5c2d3h,Qh2h,37,ボトムペア+BDFD,bet,Bet 2,5
7d6c4h,AsJs,49,Aハイ+2OC,check,Check,5
Jh4h5s,Ac8h,30,Aハイ+BDFD,check,Check,5
Th4c5d,Ad4h,32,ボトムペア,check,Check,5
Th3s2d,QsJc,39,Qハイ+2OC,bet,Bet 4,5
Th4c5d,3s3c,36,アンダーペア(低)+BDSD,check,Check,5
Qc8cAc,KhKd,49,アンダーペア(高)+BDFD+BDSD,check,Check,5
9s7s4c,Kc8c,26,Kハイ+BDFD+BDSD,check,Check,5
Ad8d3d,Ac5d,81,TPWK+FD,check,Check,5
4s4h3h,Kd9c,44,Kハイ+2OC,check,Check,5
8h8cTc,Qc6c,51,Qハイ+FD,bet,Bet 2,5
JsKs5d,Jc9h,35,セカンドペア(中),check,Check,5
TsKcAh,Ad9h,50,TPMK,check,Check,5
Th3s2d,Ad7h,27,Aハイ+BDSD,check,Check,5
Js8d3c,KdJd,75,TPTK+BDFD,bet,Bet 2,5
8h8cTc,Ad6c,30,Aハイ+BDFD,bet,Bet 2,5
Jh4h5s,Jc7c,45,TPWK,check,Check,5
8h8cTc,Th8d,92,フルハウス,bet,Bet 2,5
JsKs5d,8h6h,8,空振り,check,Check,5
5c2d3h,KcQc,44,Kハイ+2OC,check,Check,5
9s7s4c,Ad8s,31,Aハイ+BDFD+BDSD,check,Check,5
9dTs8s,AsJc,57,Aハイ+OESD,bet,Bet 2,5
Th3s2d,JsTc,50,TPMK,check,Check,5
Ad9h8h,9d8d,73,2ペア(split)+BDFD,bet,Bet 4,5
9dTs8s,Th6h,61,TPWK+GS,bet,Bet 2,5
JcJh4s,Kd2d,20,Kハイ,bet,Bet 2,5
Th3s2d,Tc7c,45,TPWK,check,Check,5
6s8d7c,Ad9s,57,Aハイ+OESD,check,Check,5
8h8cTc,Ah9h,31,Aハイ+BDFD+BDSD,check,Check,5
5c5dAh,KdJh,20,Kハイ,check,Check,5
TsKcAh,Qh9c,31,Qハイ+GS,bet,Bet 4,5
5c5dAh,Kh4h,25,Kハイ+BDFD,bet,Bet 2,5
JsKs5d,JhTd,35,セカンドペア(中),check,Check,5
Th3s2d,7d5d,13,空振り+BDFD,check,Check,5
9s7s4c,AsJd,49,Aハイ+2OC,check,Check,5
6s8d7c,8h8c,93,トップセット+BDSD,bet,Bet 2,5
9s7s4c,AdTd,49,Aハイ+2OC,check,Check,5
Td6h4h,AsTs,70,TPTK,bet,Bet 4,5
JsKs5d,JhJc,88,ミドルセット,bet,Bet 4,5
9s7s4c,6d6c,35,アンダーペア(低),check,Check,5
9s7s4c,Jd8d,26,Jハイ+GS,check,Check,5
JsKs5d,Ah9c,25,Aハイ,check,Check,5
QcAdKh,Jd7d,58,Jハイ+BDFD+GS,bet,Bet 4,5
JcJh4s,Kc4c,80,2ペア(top+mid)+BDFD,bet,Bet 2,5
Th4c5d,AcJs,49,Aハイ+2OC,check,Check,5
9s7s4c,Jh4h,32,ボトムペア,check,Check,5
Jh4h5s,Ks8h,25,Kハイ+BDFD,bet,Bet 4,5
Qc8cAc,Qs2s,37,セカンドペア(弱)+BDFD,check,Check,5
Th3s2d,Kc8c,20,Kハイ,check,Check,5
Qc8cAc,7s7h,40,アンダーペア(低)+BDFD,check,Check,5
Th3s2d,JsJd,72,オーバーペア(中),bet,Bet 4,5
5c5dAh,4s4h,68,2ペア(split),bet,Bet 2,5
9s7s4c,2s2d,40,アンダーペア(低)+BDFD,bet,Bet 4,5
Ad8d3d,Kh8h,47,セカンドペア(強)+BDFD,check,Check,5
Js8d3c,4h4d,35,アンダーペア(低),check,Check,5
9dTs8s,AdJh,57,Aハイ+OESD,check,Check,5
4s4h3h,Tc8d,32,空振り+2OC,check,Check,5
QcAdKh,AcQd,76,2ペア(top+mid)+BDSD,bet,Bet 4,5
Th3s2d,Ah9h,31,Aハイ+BDFD+BDSD,check,Check,5
Td6h4h,Qs9c,15,Qハイ,check,Check,5
Jh4h5s,As4c,32,ボトムペア,check,Check,5
Td6h4h,Ad4d,37,ボトムペア+BDFD,bet,Bet 4,5
7d6c4h,KdTd,44,Kハイ+2OC,check,Check,5
QcAdKh,QsTh,48,ボトムペア+GS,check,Check,5
Ad9h8h,QdJs,31,Qハイ+GS,check,Check,5
Ad9h8h,9s9d,88,ミドルセット,bet,Bet 4,5
Ad8d3d,As4s,50,TPWK+BDFD,check,Check,5
Ks7h2d,QcJh,17,Qハイ+BDSD,check,Check,5
5c2d3h,AhQh,73,Aハイ+BDFD+GS,bet,Bet 2,5
Jh4h5s,AhJd,75,TPTK+BDFD,check,Check,5
7d6c4h,Kd8d,68,Kハイ+BDFD+GS,bet,Bet 2,5
Th4c5d,Ah9c,25,Aハイ,check,Check,5
9dTs8s,Jh9s,67,セカンドペア(中)+OESD,check,Check,5
Jh4h5s,Qs9d,15,Qハイ,check,Check,5
Th4c5d,Ac9s,25,Aハイ,check,Check,5
TsKcAh,JdTh,48,ボトムペア+GS,check,Check,5
JsKs5d,Th8c,8,空振り,check,Check,5
5c2d3h,Kc3c,47,セカンドペア(強)+BDFD,bet,Bet 2,5
TsKcAh,JcTd,48,ボトムペア+GS,check,Check,5
TsKcAh,Kd2d,32,セカンドペア(弱),check,Check,5
Ad9h8h,AcTd,51,TPMK+BDSD,check,Check,5
TsKcAh,As6c,45,TPWK,check,Check,5
Ad9h8h,AhAc,97,トップセット+BDFD,bet,Bet 4,5
Jh4h5s,Tc9d,10,空振り+BDSD,check,Check,5
JcJh4s,Qh9s,15,Qハイ,bet,Bet 2,5
9s7s4c,9d6d,45,TPWK,check,Check,5
Th4c5d,Ad7d,30,Aハイ+BDFD,check,Check,5
6s8d7c,Ks8c,71,TPTK+BDSD,check,Check,5
Td6h4h,AcJd,49,Aハイ+2OC,check,Check,5
TsKcAh,As7h,45,TPWK,check,Check,5
Ad8d3d,KsQc,26,Kハイ+BDFD+BDSD,check,Check,5
4s4h3h,KsQh,44,Kハイ+2OC,check,Check,5
Ad8d3d,Qh8h,47,セカンドペア(強)+BDFD,check,Check,5
Jh4h5s,Tc9c,10,空振り+BDSD,check,Check,5
AcKs7d,Jc9c,15,Jハイ+BDFD,bet,Bet 4,5
QcAdKh,Qh8h,36,ボトムペア+BDFD+BDSD,check,Check,5
9dTs8s,9s6s,80,セカンドペア(弱)+FD+GS,check,Check,5
JsKs5d,AdJh,42,セカンドペア(強),check,Check,5
4s4h3h,AsTc,49,Aハイ+2OC,check,Check,5
Jh4h5s,Jd9d,50,TPMK,check,Check,5
JsKs5d,KhKc,92,トップセット,bet,Bet 4,5
Ad9h8h,Ts9c,36,セカンドペア(中)+BDSD,check,Check,5
5c5dAh,8d6d,13,空振り+BDFD,bet,Bet 2,5
QcAdKh,TsTh,56,アンダーペア(中)+GS,bet,Bet 4,5
Ad9h8h,Jc9s,35,セカンドペア(中),check,Check,5
9dTs8s,6c5c,24,空振り+GS,check,Check,5
5c5dAh,9h9c,68,2ペア(split),bet,Bet 2,5
JcJh4s,JdTc,85,トリップス,bet,Bet 2,5
Ad9h8h,QsJd,31,Qハイ+GS,check,Check,5
9dTs8s,Kc8d,33,ボトムペア+BDSD,check,Check,5
Ad9h8h,Ks4s,20,Kハイ,check,Check,5
Ad9h8h,Td7d,58,空振り+BDFD+OESD,bet,Bet 4,5
QcAdKh,Kc8d,36,セカンドペア(中)+BDSD,check,Check,5
Qc8cAc,KsTc,44,Kハイ+FD+GS,check,Check,5
9s7s4c,2h2d,35,アンダーペア(低),check,Check,5
TsKcAh,8s8c,35,アンダーペア(低),check,Check,5
TsKcAh,Td9d,32,ボトムペア,check,Check,5
Th4c5d,Jc9c,16,Jハイ+BDFD+BDSD,bet,Bet 4,5
Ad8d3d,Kc7c,25,Kハイ+BDFD,check,Check,5
Js8d3c,KdKc,78,オーバーペア(高),bet,Bet 2,5
Ad8d3d,Ac7h,50,TPWK+BDFD,check,Check,5
6s8d7c,Jc9s,42,Jハイ+OESD,bet,Bet 2,5
5c2d3h,As7h,41,Aハイ+GS,check,Check,5
Td6h4h,6d5d,36,セカンドペア(弱)+BDFD+BDSD,bet,Bet 4,5
5c5dAh,9s6s,8,空振り,bet,Bet 2,5
Ad9h8h,6h5h,56,空振り+FD+GS,bet,Bet 4,5
Ad8d3d,KdTs,38,Kハイ+FD,bet,Bet 2,5
9s7s4c,KdQc,44,Kハイ+2OC,check,Check,5
JsKs5d,QsJc,46,セカンドペア(強)+BDFD+BDSD,check,Check,5
Td6h4h,Tc7c,45,TPWK,check,Check,5
Th4c5d,Kh8c,20,Kハイ,check,Check,5
Js8d3c,Kh8h,42,セカンドペア(強),bet,Bet 2,5
Jh4h5s,Ad9h,30,Aハイ+BDFD,check,Check,5
Th4c5d,6h6d,36,アンダーペア(低)+BDSD,check,Check,5
5c2d3h,AdTc,41,Aハイ+GS,check,Check,5
Ad8d3d,Td8h,71,セカンドペア(中)+FD,check,Check,5
JcJh4s,As4d,75,2ペア(top+mid),bet,Bet 2,5
Td6h4h,Js9c,12,Jハイ+BDSD,check,Check,5
Ks7h2d,Ac6s,25,Aハイ,check,Check,5
7d6c4h,7s7h,92,トップセット,bet,Bet 2,5
QcAdKh,KdTc,51,セカンドペア(中)+GS,check,Check,5
JsKs5d,Qc8c,17,Qハイ+BDSD,check,Check,5
Qc8cAc,QhTh,40,セカンドペア(中)+BDFD,check,Check,5
AcKs7d,TsTd,40,アンダーペア(中),check,Check,5
JsKs5d,Ad8h,25,Aハイ,check,Check,5
Js8d3c,Qh8h,42,セカンドペア(強),check,Check,5
Th4c5d,AdJc,49,Aハイ+2OC,check,Check,5
5c2d3h,Kd4d,70,Kハイ+BDFD+OESD,bet,Bet 2,5
Ks7h2d,As8s,30,Aハイ+BDFD,check,Check,5
5c5dAh,9c8c,13,空振り+BDFD,bet,Bet 2,5
6s8d7c,AhAd,79,オーバーペア(高)+BDSD,check,Check,5
Jh4h5s,Qs9c,15,Qハイ,check,Check,5
Qc8cAc,6h6d,40,アンダーペア(低)+BDFD,check,Check,5
7d6c4h,KhQd,44,Kハイ+2OC,check,Check,5
JcJh4s,5h5d,75,2ペア(top+mid),bet,Bet 2,5
4s4h3h,Ad4d,85,トリップス,bet,Bet 2,5
Td6h4h,8s6s,35,セカンドペア(中),check,Check,5
TsKcAh,7s7d,35,アンダーペア(低),check,Check,5
Js8d3c,QsQd,78,オーバーペア(高),bet,Bet 2,5
Td6h4h,AdKc,49,Aハイ+2OC,check,Check,5
Td6h4h,Ah7c,30,Aハイ+BDFD,bet,Bet 4,5
Td6h4h,Qc3c,15,Qハイ,check,Check,5
4s4h3h,2h2c,76,2ペア(top+bot)+BDFD+BDSD,bet,Bet 2,5
9dTs8s,7h5h,40,空振り+OESD,bet,Bet 2,5
6s8d7c,Ts8s,98,TPMK+BDFD+GS,bet,Bet 2,5
Js8d3c,6h6d,35,アンダーペア(低),check,Check,5
4s4h3h,Ad6h,49,Aハイ+2OC,check,Check,5
Th4c5d,AhJd,49,Aハイ+2OC,check,Check,5
JcJh4s,7s7d,75,2ペア(top+mid),bet,Bet 2,5
Js8d3c,Jd4d,50,TPWK+BDFD,bet,Bet 2,5
Th4c5d,Ks9c,20,Kハイ,check,Check,5
JsKs5d,ThTd,40,アンダーペア(中),check,Check,5
Ad8d3d,Td7d,85,フラッシュ,check,Check,5
9dTs8s,Qc4c,31,Qハイ+GS,check,Check,5
QcAdKh,Qd9c,33,ボトムペア+BDSD,check,Check,5
JcJh4s,4d4c,92,フルハウス,bet,Bet 2,5
9dTs8s,4h4d,36,アンダーペア(低)+BDSD,check,Check,5
Th3s2d,4s4c,36,アンダーペア(低)+BDSD,check,Check,5
Jh4h5s,3h3c,39,アンダーペア(低)+BDFD+BDSD,check,Check,5
Th4c5d,AhJs,49,Aハイ+2OC,check,Check,5
6s8d7c,Qs2s,21,Qハイ+BDFD+BDSD,bet,Bet 2,5
JsKs5d,Qc3c,17,Qハイ+BDSD,check,Check,5
9s7s4c,Jc5c,15,Jハイ+BDFD,bet,Bet 4,5
Jh4h5s,Tc7c,8,空振り,check,Check,5
Td6h4h,2h2c,40,アンダーペア(低)+BDFD,check,Check,5
AcKs7d,AdQc,63,TPGK+BDSD,bet,Bet 4,5
Ks7h2d,Kh9d,50,TPMK,check,Check,5
5c5dAh,KsQs,22,Kハイ+BDSD,check,Check,5
JcJh4s,AsJs,90,トリップス+BDFD,bet,Bet 2,5
Jh4h5s,2s2c,35,アンダーペア(低),check,Check,5
8h8cTc,Ts9c,82,2ペア(top2)+BDFD+BDSD,bet,Bet 2,5
5c2d3h,9s7s,32,空振り+2OC,check,Check,5
Qc8cAc,KdQh,46,セカンドペア(強)+BDFD+BDSD,check,Check,5
TsKcAh,6s5s,13,空振り+BDFD,check,Check,5
TsKcAh,KdQs,58,セカンドペア(強)+GS,bet,Bet 4,5
Ad9h8h,9c8c,68,2ペア(split),bet,Bet 4,5
Jh4h5s,Kh3h,56,Kハイ+FD,bet,Bet 4,5
4s4h3h,QhTs,39,Qハイ+2OC,bet,Bet 2,5
4s4h3h,KcTs,44,Kハイ+2OC,check,Check,5
5c2d3h,9s7s,32,空振り+2OC,check,Check,5
Jh4h5s,AdKs,49,Aハイ+2OC,check,Check,5
9dTs8s,JcTd,82,TPMK+OESD,check,Check,5
Td6h4h,JcTc,50,TPMK,check,Check,5
QcAdKh,Jh7h,58,Jハイ+BDFD+GS,bet,Bet 4,5
8h8cTc,Ah7h,30,Aハイ+BDFD,check,Check,5
Jh4h5s,AsQc,49,Aハイ+2OC,check,Check,5
6s8d7c,Ad4s,41,Aハイ+GS,bet,Bet 2,5
7d6c4h,KcJh,44,Kハイ+2OC,check,Check,5
Jh4h5s,AsQs,49,Aハイ+2OC,check,Check,5
Qc8cAc,AsTc,86,TPMK+FD,check,Check,5
Ad8d3d,Ac6c,50,TPWK+BDFD,check,Check,5
Qc8cAc,KsTc,44,Kハイ+FD+GS,check,Check,5
JsKs5d,Jh9c,35,セカンドペア(中),check,Check,5
TsKcAh,8h8d,35,アンダーペア(低),check,Check,5
Jh4h5s,Qs9c,15,Qハイ,check,Check,5
6s8d7c,As7s,46,セカンドペア(強)+BDFD+BDSD,bet,Bet 2,5
JsKs5d,JhJc,88,ミドルセット,bet,Bet 4,5
Ad9h8h,As7d,46,TPWK+BDSD,check,Check,5
Ad9h8h,7d6d,58,空振り+BDFD+OESD,bet,Bet 4,5
QcAdKh,Jd9h,26,Jハイ+GS,bet,Bet 4,5
Td6h4h,Jc6c,35,セカンドペア(中),check,Check,5
JsKs5d,KcJh,78,2ペア(top2),bet,Bet 4,5
Js8d3c,8h8c,88,ミドルセット,bet,Bet 2,5
6s8d7c,7h7d,89,ミドルセット+BDSD,bet,Bet 2,5
TsKcAh,QhTc,48,ボトムペア+GS,check,Check,5
Jh4h5s,Ah3s,41,Aハイ+GS,bet,Bet 4,5
Ad9h8h,Kc5c,20,Kハイ,check,Check,5
9dTs8s,Ad4h,27,Aハイ+BDSD,check,Check,5
Ad8d3d,KhJc,25,Kハイ+BDFD,check,Check,5
4s4h3h,Kd9h,44,Kハイ+2OC,check,Check,5
TsKcAh,Kh9d,35,セカンドペア(中),check,Check,5
JsKs5d,Tc8d,8,空振り,check,Check,5
JsKs5d,8c6c,8,空振り,check,Check,5
Ad8d3d,Ah4s,50,TPWK+BDFD,check,Check,5
Ad8d3d,Ts8c,40,セカンドペア(中)+BDFD,check,Check,5
Th3s2d,Ah6c,27,Aハイ+BDSD,bet,Bet 4,5
Td6h4h,As7d,25,Aハイ,check,Check,5
Jh4h5s,Ac7d,25,Aハイ,check,Check,5
4s4h3h,Ad6h,49,Aハイ+2OC,check,Check,5
AcKs7d,3s3d,35,アンダーペア(低),bet,Bet 4,5
Jh4h5s,QhTd,21,Qハイ+BDFD+BDSD,bet,Bet 4,5
AcKs7d,AsJs,55,TPMK+BDFD,bet,Bet 4,5
7d6c4h,Js4s,32,ボトムペア,check,Check,5
Ad8d3d,QdTd,85,フラッシュ,bet,Bet 2,5
9s7s4c,Jc5c,15,Jハイ+BDFD,bet,Bet 4,5
Jh4h5s,Ad4s,32,ボトムペア,check,Check,5
7d6c4h,9s9c,68,オーバーペア(低),bet,Bet 2,5
AcKs7d,AdJc,50,TPMK,bet,Bet 4,5
Ad8d3d,As4c,50,TPWK+BDFD,check,Check,5
Ad9h8h,Kc6c,20,Kハイ,check,Check,5
Js8d3c,Ad3h,32,ボトムペア,bet,Bet 2,5
JcJh4s,Qd3d,15,Qハイ,bet,Bet 2,5
9s7s4c,KdJh,44,Kハイ+2OC,check,Check,5
Th3s2d,As9d,27,Aハイ+BDSD,check,Check,5
Jh4h5s,2d2c,35,アンダーペア(低),check,Check,5
Jh4h5s,Ah8c,30,Aハイ+BDFD,bet,Bet 4,5
Qc8cAc,As6c,81,TPWK+FD,check,Check,5
4s4h3h,9s8s,32,空振り+2OC,bet,Bet 2,5
5c5dAh,8d6d,13,空振り+BDFD,bet,Bet 2,5
Js8d3c,Ac8c,47,セカンドペア(強)+BDFD,bet,Bet 2,5
AcKs7d,As7s,80,2ペア(top+mid)+BDFD,bet,Bet 4,5
6s8d7c,4s4c,51,アンダーペア(低)+GS,check,Check,5
Jh4h5s,AcTc,25,Aハイ,check,Check,5
Ad8d3d,Ah6h,50,TPWK+BDFD,check,Check,5
4s4h3h,Ad7d,49,Aハイ+2OC,check,Check,5
Td6h4h,AcKc,49,Aハイ+2OC,check,Check,5
TsKcAh,JsTc,48,ボトムペア+GS,check,Check,5
Ad9h8h,Qc9s,42,セカンドペア(強),check,Check,5
Th3s2d,JdTc,50,TPMK,check,Check,5
Ad9h8h,Js9c,35,セカンドペア(中),check,Check,5
QcAdKh,QhTh,80,ボトムペア+BDFD+GS,check,Check,5
9s7s4c,KsJs,56,Kハイ+FD,bet,Bet 4,5
Ad8d3d,4h4d,71,アンダーペア(低)+FD,check,Check,5
TsKcAh,8s8h,35,アンダーペア(低),check,Check,5
7d6c4h,AdJh,49,Aハイ+2OC,check,Check,5
JsKs5d,QhQd,46,アンダーペア(高)+BDSD,check,Check,5
Td6h4h,Ah5d,31,Aハイ+BDFD+BDSD,bet,Bet 4,5
TsKcAh,5s5c,35,アンダーペア(低),check,Check,5
TsKcAh,Kd7d,32,セカンドペア(弱),check,Check,5
Qc8cAc,5s5d,40,アンダーペア(低)+BDFD,check,Check,5
4s4h3h,KdTc,44,Kハイ+2OC,check,Check,5
Ad8d3d,9s9c,40,アンダーペア(低)+BDFD,check,Check,5
5c2d3h,Td9c,32,空振り+2OC,bet,Bet 2,5
5c5dAh,As2s,78,2ペア(top2),check,Check,5
JsKs5d,AcQd,41,Aハイ+GS,check,Check,5
5c5dAh,Th8h,13,空振り+BDFD,bet,Bet 2,5
Qc8cAc,TdTc,76,アンダーペア(中)+FD,check,Check,5
AcKs7d,AhAd,92,トップセット,bet,Bet 4,5
5c5dAh,8s8c,68,2ペア(split),bet,Bet 2,5
9s7s4c,Js6s,46,Jハイ+FD,check,Check,5
Js8d3c,QdJd,67,TPGK+BDFD,bet,Bet 2,5
7d6c4h,4s4c,85,ボトムセット,bet,Bet 2,5
TsKcAh,Ks9c,35,セカンドペア(中),check,Check,5
JsKs5d,KcJc,78,2ペア(top2),bet,Bet 4,5
Js8d3c,Qd9s,31,Qハイ+GS,bet,Bet 2,5
8h8cTc,Qd9c,31,Qハイ+GS,bet,Bet 2,5
9s7s4c,AhJs,49,Aハイ+2OC,check,Check,5
5c2d3h,KhTs,44,Kハイ+2OC,check,Check,5
JcJh4s,QcJs,85,トリップス,bet,Bet 2,5
QcAdKh,Kd9h,36,セカンドペア(中)+BDSD,check,Check,5
JsKs5d,AsAd,83,オーバーペア(高)+BDFD,bet,Bet 4,5
Js8d3c,5s5d,35,アンダーペア(低),check,Check,5
Jh4h5s,Td7d,8,空振り,check,Check,5
Th3s2d,As9d,27,Aハイ+BDSD,check,Check,5
5c5dAh,2s2h,68,2ペア(split),bet,Bet 2,5
QcAdKh,Qh7h,36,ボトムペア+BDFD+BDSD,check,Check,5
Ad9h8h,Td8s,33,ボトムペア+BDSD,check,Check,5
Ad9h8h,7s6s,40,空振り+OESD,bet,Bet 4,5
Th4c5d,Ac8c,30,Aハイ+BDFD,check,Check,5
8h8cTc,Ah5c,30,Aハイ+BDFD,bet,Bet 2,5
9dTs8s,AdAc,79,オーバーペア(高)+BDSD,check,Check,5
Th3s2d,AsJh,49,Aハイ+2OC,check,Check,5
Td6h4h,Ad6d,47,セカンドペア(強)+BDFD,bet,Bet 4,5
AcKs7d,5h5c,35,アンダーペア(低),check,Check,5
Jh4h5s,6d5d,33,セカンドペア(弱)+BDSD,check,Check,5
Ad8d3d,9s9c,40,アンダーペア(低)+BDFD,check,Check,5
Ad9h8h,Qh9c,47,セカンドペア(強)+BDFD,check,Check,5
Th3s2d,QcTs,62,TPGK,check,Check,5
Th3s2d,Ah9s,27,Aハイ+BDSD,check,Check,5
Js8d3c,Ah9h,25,Aハイ,check,Check,5
AcKs7d,Jh4h,10,Jハイ,check,Check,5
Ad9h8h,KsJh,25,Kハイ+BDFD,bet,Bet 4,5
Qc8cAc,Qs3s,37,セカンドペア(弱)+BDFD,check,Check,5
Ks7h2d,KhQh,67,TPGK+BDFD,bet,Bet 2,5
Th4c5d,2h2d,35,アンダーペア(低),check,Check,5
JsKs5d,Ad7c,25,Aハイ,check,Check,5
Td6h4h,5s4s,33,ボトムペア+BDSD,check,Check,5
JsKs5d,Kc9d,50,TPMK,check,Check,5
4s4h3h,Ah8h,61,Aハイ+FD,bet,Bet 2,5
Ad8d3d,As6c,50,TPWK+BDFD,check,Check,5
JsKs5d,Ad9h,25,Aハイ,check,Check,5
4s4h3h,Ad8h,49,Aハイ+2OC,check,Check,5
Ad9h8h,AhJs,55,TPMK+BDFD,check,Check,5
6s8d7c,Jc9s,42,Jハイ+OESD,bet,Bet 2,5
Td6h4h,Kc8c,20,Kハイ,check,Check,5
9s7s4c,QhTc,39,Qハイ+2OC,bet,Bet 4,5
Th3s2d,Tc7c,45,TPWK,check,Check,5
TsKcAh,5d4d,8,空振り,check,Check,5
8h8cTc,Kc3c,56,Kハイ+FD,bet,Bet 2,5
AcKs7d,Ad7c,75,2ペア(top+mid),bet,Bet 4,5
Ad8d3d,As7h,50,TPWK+BDFD,check,Check,5
Ad8d3d,Js8s,40,セカンドペア(中)+BDFD,check,Check,5
Td6h4h,JsJd,72,オーバーペア(中),bet,Bet 4,5
5c5dAh,Qs4s,15,Qハイ,bet,Bet 2,5
Js8d3c,Jc4c,50,TPWK+BDFD,bet,Bet 2,5
Ad8d3d,As7d,81,TPWK+FD,check,Check,5
Td6h4h,3s3d,35,アンダーペア(低),check,Check,5
Td6h4h,Ks9c,20,Kハイ,check,Check,5
Th3s2d,Ah8s,27,Aハイ+BDSD,check,Check,5
Ad9h8h,2h2c,40,アンダーペア(低)+BDFD,bet,Bet 4,5
JsKs5d,9s9d,40,アンダーペア(低)+BDFD,check,Check,5
AcKs7d,KcJh,35,セカンドペア(中),check,Check,5
Td6h4h,9d9c,35,アンダーペア(低),check,Check,5
Jh4h5s,AhKd,49,Aハイ+2OC,check,Check,5
Ks7h2d,Jd9h,10,Jハイ,bet,Bet 2,5
9dTs8s,QcJs,100,ストレート(high)+OESD,bet,Bet 2,5
5c2d3h,KhTs,44,Kハイ+2OC,check,Check,5
TsKcAh,As6h,45,TPWK,check,Check,5
Jh4h5s,AsTs,30,Aハイ+BDFD,check,Check,5
5c2d3h,Jd5d,55,TPMK+BDFD,bet,Bet 2,5
AcKs7d,JdJc,40,アンダーペア(中),check,Check,5
JsKs5d,Ad9h,25,Aハイ,check,Check,5
