board,holding,hand_score,category,action,correct_decision,pot_size
TsKcAh,Jc9d,5,ガットショット,bet,Bet 4,5
6s8d7c,Qh3h,2,バックドアドロー,check,Check,5
Td6h4h,Ac3s,2,エア,check,Check,5
9dTs8s,9s6s,12,コンボドロー(セカンドペア弱),check,Check,5
8h8cTc,Ad5s,2,エア,check,Check,5
Th4c5d,6h6c,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,As5d,12,コンボドロー(TP+弱キッカー),check,Check,5
Td6h4h,QdJd,2,バックドアドロー,bet,Bet 4,5
AcKs7d,JcTc,5,ガットショット,bet,Bet 4,5
9dTs8s,Qh5h,5,ガットショット,check,Check,5
Ad9h8h,Qc9s,8,セカンドペア強,check,Check,5
JcJh4s,AsKs,2,バックドアドロー,bet,Bet 2,5
AcKs7d,9s6s,2,バックドアドロー,bet,Bet 4,5
QcAdKh,Ac6d,10,TP+弱キッカー,check,Check,5
7d6c4h,Ac3c,5,ガットショット,check,Check,5
Th4c5d,As4d,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,JdJc,15,オーバーペア,bet,Bet 4,5
AcKs7d,Kh6h,5,セカンドペア弱,check,Check,5
TsKcAh,KhTd,15,2ペア,check,Check,5
8h8cTc,Ac6s,2,バックドアドロー,bet,Bet 2,5
5c2d3h,Jh9d,2,エア,bet,Bet 2,5
Th4c5d,AhJh,2,バックドアドロー,check,Check,5
5c5dAh,KsQd,2,バックドアドロー,check,Check,5
9dTs8s,JdTc,12,コンボドロー(TP+中キッカー),check,Check,5
Th4c5d,9d7d,2,バックドアドロー,check,Check,5
Ad8d3d,Ks9d,10,フラッシュドロー,check,Check,5
5c2d3h,Qh2h,5,弱ペア/ボトムペア,bet,Bet 2,5
7d6c4h,AsJs,2,エア,check,Check,5
Jh4h5s,Ac8h,2,バックドアドロー,check,Check,5
Th4c5d,Ad4h,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,QsJc,2,バックドアドロー,bet,Bet 4,5
Th4c5d,3s3c,5,弱ペア/ボトムペア,check,Check,5
Qc8cAc,KhKd,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,Kc8c,2,バックドアドロー,check,Check,5
Ad8d3d,Ac5d,12,コンボドロー(TP+弱キッカー),check,Check,5
4s4h3h,Kd9c,2,エア,check,Check,5
8h8cTc,Qc6c,10,フラッシュドロー,bet,Bet 2,5
JsKs5d,Jc9h,5,セカンドペア弱,check,Check,5
TsKcAh,Ad9h,10,TP+中キッカー,check,Check,5
Th3s2d,Ad7h,2,バックドアドロー,check,Check,5
Js8d3c,KdJd,12,TP+強キッカー,bet,Bet 2,5
8h8cTc,Ad6c,2,バックドアドロー,bet,Bet 2,5
Jh4h5s,Jc7c,10,TP+弱キッカー,check,Check,5
8h8cTc,Th8d,18,セット,bet,Bet 2,5
JsKs5d,8h6h,2,エア,check,Check,5
5c2d3h,KcQc,2,バックドアドロー,check,Check,5
9s7s4c,Ad8s,2,バックドアドロー,check,Check,5
9dTs8s,AsJc,8,OESD,bet,Bet 2,5
Th3s2d,JsTc,10,TP+中キッカー,check,Check,5
Ad9h8h,9d8d,15,2ペア,bet,Bet 4,5
9dTs8s,Th6h,10,TP+弱キッカー,bet,Bet 2,5
JcJh4s,Kd2d,2,エア,bet,Bet 2,5
Th3s2d,Tc7c,10,TP+弱キッカー,check,Check,5
6s8d7c,Ad9s,8,OESD,check,Check,5
8h8cTc,Ah9h,2,バックドアドロー,check,Check,5
5c5dAh,KdJh,2,エア,check,Check,5
TsKcAh,Qh9c,5,ガットショット,bet,Bet 4,5
5c5dAh,Kh4h,2,バックドアドロー,bet,Bet 2,5
JsKs5d,JhTd,5,セカンドペア弱,check,Check,5
Th3s2d,7d5d,2,バックドアドロー,check,Check,5
9s7s4c,AsJd,2,バックドアドロー,check,Check,5
6s8d7c,8h8c,18,セット,bet,Bet 2,5
9s7s4c,AdTd,2,エア,check,Check,5
Td6h4h,AsTs,15,TPTK,bet,Bet 4,5
JsKs5d,JhJc,18,セット,bet,Bet 4,5
9s7s4c,6d6c,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,Jd8d,5,ガットショット,check,Check,5
JsKs5d,Ah9c,2,エア,check,Check,5
QcAdKh,Jd7d,5,ガットショット,bet,Bet 4,5
JcJh4s,Kc4c,15,2ペア,bet,Bet 2,5
Th4c5d,AcJs,2,エア,check,Check,5
9s7s4c,Jh4h,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Ks8h,2,バックドアドロー,bet,Bet 4,5
Qc8cAc,Qs2s,5,セカンドペア弱,check,Check,5
Th3s2d,Kc8c,2,エア,check,Check,5
Qc8cAc,7s7h,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,JsJd,15,オーバーペア,bet,Bet 4,5
5c5dAh,4s4h,15,2ペア,bet,Bet 2,5
9s7s4c,2s2d,5,弱ペア/ボトムペア,bet,Bet 4,5
Ad8d3d,Kh8h,8,セカンドペア強,check,Check,5
Js8d3c,4h4d,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,AdJh,8,OESD,check,Check,5
4s4h3h,Tc8d,2,エア,check,Check,5
QcAdKh,AcQd,15,2ペア,bet,Bet 4,5
Th3s2d,Ah9h,2,バックドアドロー,check,Check,5
Td6h4h,Qs9c,2,エア,check,Check,5
Jh4h5s,As4c,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Ad4d,5,弱ペア/ボトムペア,bet,Bet 4,5
7d6c4h,KdTd,2,バックドアドロー,check,Check,5
QcAdKh,QsTh,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,QdJs,5,ガットショット,check,Check,5
Ad9h8h,9s9d,18,セット,bet,Bet 4,5
Ad8d3d,As4s,10,TP+弱キッカー,check,Check,5
Ks7h2d,QcJh,2,バックドアドロー,check,Check,5
5c2d3h,AhQh,5,ガットショット,bet,Bet 2,5
Jh4h5s,AhJd,15,TPTK,check,Check,5
7d6c4h,Kd8d,5,ガットショット,bet,Bet 2,5
Th4c5d,Ah9c,2,エア,check,Check,5
9dTs8s,Jh9s,12,コンボドロー(セカンドペア弱),check,Check,5
Jh4h5s,Qs9d,2,エア,check,Check,5
Th4c5d,Ac9s,2,エア,check,Check,5
TsKcAh,JdTh,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Th8c,2,エア,check,Check,5
5c2d3h,Kc3c,8,セカンドペア強,bet,Bet 2,5
TsKcAh,JcTd,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Kd2d,5,セカンドペア弱,check,Check,5
Ad9h8h,AcTd,10,TP+中キッカー,check,Check,5
TsKcAh,As6c,10,TP+弱キッカー,check,Check,5
Ad9h8h,AhAc,18,セット,bet,Bet 4,5
Jh4h5s,Tc9d,2,バックドアドロー,check,Check,5
JcJh4s,Qh9s,2,エア,bet,Bet 2,5
9s7s4c,9d6d,10,TP+弱キッカー,check,Check,5
Th4c5d,Ad7d,2,バックドアドロー,check,Check,5
6s8d7c,Ks8c,12,TP+強キッカー,check,Check,5
Td6h4h,AcJd,2,エア,check,Check,5
TsKcAh,As7h,10,TP+弱キッカー,check,Check,5
Ad8d3d,KsQc,2,バックドアドロー,check,Check,5
4s4h3h,KsQh,2,バックドアドロー,check,Check,5
Ad8d3d,Qh8h,8,セカンドペア強,check,Check,5
Jh4h5s,Tc9c,2,バックドアドロー,check,Check,5
AcKs7d,Jc9c,2,バックドアドロー,bet,Bet 4,5
QcAdKh,Qh8h,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,9s6s,12,コンボドロー(セカンドペア弱),check,Check,5
JsKs5d,AdJh,8,セカンドペア強,check,Check,5
4s4h3h,AsTc,2,エア,check,Check,5
Jh4h5s,Jd9d,10,TP+中キッカー,check,Check,5
JsKs5d,KhKc,18,セット,bet,Bet 4,5
Ad9h8h,Ts9c,5,セカンドペア弱,check,Check,5
5c5dAh,8d6d,2,バックドアドロー,bet,Bet 2,5
QcAdKh,TsTh,5,弱ペア/ボトムペア,bet,Bet 4,5
Ad9h8h,Jc9s,5,セカンドペア弱,check,Check,5
9dTs8s,6c5c,5,ガットショット,check,Check,5
5c5dAh,9h9c,15,2ペア,bet,Bet 2,5
JcJh4s,JdTc,18,セット,bet,Bet 2,5
Ad9h8h,QsJd,5,ガットショット,check,Check,5
9dTs8s,Kc8d,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Ks4s,2,エア,check,Check,5
Ad9h8h,Td7d,8,OESD,bet,Bet 4,5
QcAdKh,Kc8d,5,セカンドペア弱,check,Check,5
Qc8cAc,KsTc,10,フラッシュドロー,check,Check,5
9s7s4c,2h2d,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,8s8c,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Td9d,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Jc9c,2,バックドアドロー,bet,Bet 4,5
Ad8d3d,Kc7c,2,バックドアドロー,check,Check,5
Js8d3c,KdKc,15,オーバーペア,bet,Bet 2,5
Ad8d3d,Ac7h,10,TP+弱キッカー,check,Check,5
6s8d7c,Jc9s,8,OESD,bet,Bet 2,5
5c2d3h,As7h,5,ガットショット,check,Check,5
Td6h4h,6d5d,5,セカンドペア弱,bet,Bet 4,5
5c5dAh,9s6s,2,エア,bet,Bet 2,5
Ad9h8h,6h5h,10,フラッシュドロー,bet,Bet 4,5
Ad8d3d,KdTs,10,フラッシュドロー,bet,Bet 2,5
9s7s4c,KdQc,2,エア,check,Check,5
JsKs5d,QsJc,8,セカンドペア強,check,Check,5
Td6h4h,Tc7c,10,TP+弱キッカー,check,Check,5
Th4c5d,Kh8c,2,エア,check,Check,5
Js8d3c,Kh8h,8,セカンドペア強,bet,Bet 2,5
Jh4h5s,Ad9h,2,バックドアドロー,check,Check,5
Th4c5d,6h6d,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,AdTc,5,ガットショット,check,Check,5
Ad8d3d,Td8h,12,コンボドロー(セカンドペア弱),check,Check,5
JcJh4s,As4d,15,2ペア,bet,Bet 2,5
Td6h4h,Js9c,2,バックドアドロー,check,Check,5
Ks7h2d,Ac6s,2,エア,check,Check,5
7d6c4h,7s7h,18,セット,bet,Bet 2,5
QcAdKh,KdTc,5,セカンドペア弱,check,Check,5
JsKs5d,Qc8c,2,バックドアドロー,check,Check,5
Qc8cAc,QhTh,5,セカンドペア弱,check,Check,5
AcKs7d,TsTd,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Ad8h,2,エア,check,Check,5
Js8d3c,Qh8h,8,セカンドペア強,check,Check,5
Th4c5d,AdJc,2,エア,check,Check,5
5c2d3h,Kd4d,8,OESD,bet,Bet 2,5
Ks7h2d,As8s,2,バックドアドロー,check,Check,5
5c5dAh,9c8c,2,バックドアドロー,bet,Bet 2,5
6s8d7c,AhAd,15,オーバーペア,check,Check,5
Jh4h5s,Qs9c,2,エア,check,Check,5
Qc8cAc,6h6d,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,KhQd,2,エア,check,Check,5
JcJh4s,5h5d,15,2ペア,bet,Bet 2,5
4s4h3h,Ad4d,18,セット,bet,Bet 2,5
Td6h4h,8s6s,5,セカンドペア弱,check,Check,5
TsKcAh,7s7d,5,弱ペア/ボトムペア,check,Check,5
Js8d3c,QsQd,15,オーバーペア,bet,Bet 2,5
Td6h4h,AdKc,2,エア,check,Check,5
Td6h4h,Ah7c,2,バックドアドロー,bet,Bet 4,5
Td6h4h,Qc3c,2,エア,check,Check,5
4s4h3h,2h2c,15,2ペア,bet,Bet 2,5
9dTs8s,7h5h,8,OESD,bet,Bet 2,5
6s8d7c,Ts8s,10,TP+中キッカー,bet,Bet 2,5
Js8d3c,6h6d,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,Ad6h,2,バックドアドロー,check,Check,5
Th4c5d,AhJd,2,エア,check,Check,5
JcJh4s,7s7d,15,2ペア,bet,Bet 2,5
Js8d3c,Jd4d,10,TP+弱キッカー,bet,Bet 2,5
Th4c5d,Ks9c,2,エア,check,Check,5
JsKs5d,ThTd,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,Td7d,20,フラッシュ/SF,check,Check,5
9dTs8s,Qc4c,5,ガットショット,check,Check,5
QcAdKh,Qd9c,5,弱ペア/ボトムペア,check,Check,5
JcJh4s,4d4c,18,セット,bet,Bet 2,5
9dTs8s,4h4d,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,4s4c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,3h3c,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,AhJs,2,エア,check,Check,5
6s8d7c,Qs2s,2,バックドアドロー,bet,Bet 2,5
JsKs5d,Qc3c,2,バックドアドロー,check,Check,5
9s7s4c,Jc5c,2,バックドアドロー,bet,Bet 4,5
Jh4h5s,Tc7c,2,エア,check,Check,5
Td6h4h,2h2c,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,AdQc,12,TP+強キッカー,bet,Bet 4,5
Ks7h2d,Kh9d,10,TP+中キッカー,check,Check,5
5c5dAh,KsQs,2,バックドアドロー,check,Check,5
JcJh4s,AsJs,18,セット,bet,Bet 2,5
Jh4h5s,2s2c,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Ts9c,15,2ペア,bet,Bet 2,5
5c2d3h,9s7s,2,エア,check,Check,5
Qc8cAc,KdQh,8,セカンドペア強,check,Check,5
TsKcAh,6s5s,2,バックドアドロー,check,Check,5
TsKcAh,KdQs,8,セカンドペア強,bet,Bet 4,5
Ad9h8h,9c8c,15,2ペア,bet,Bet 4,5
Jh4h5s,Kh3h,10,フラッシュドロー,bet,Bet 4,5
4s4h3h,QhTs,2,バックドアドロー,bet,Bet 2,5
4s4h3h,KcTs,2,エア,check,Check,5
5c2d3h,9s7s,2,エア,check,Check,5
Jh4h5s,AdKs,2,エア,check,Check,5
9dTs8s,JcTd,12,コンボドロー(TP+中キッカー),check,Check,5
Td6h4h,JcTc,10,TP+中キッカー,check,Check,5
QcAdKh,Jh7h,5,ガットショット,bet,Bet 4,5
8h8cTc,Ah7h,2,バックドアドロー,check,Check,5
Jh4h5s,AsQc,2,エア,check,Check,5
6s8d7c,Ad4s,5,ガットショット,bet,Bet 2,5
7d6c4h,KcJh,2,エア,check,Check,5
Jh4h5s,AsQs,2,バックドアドロー,check,Check,5
Qc8cAc,AsTc,12,コンボドロー(TP+中キッカー),check,Check,5
Ad8d3d,Ac6c,10,TP+弱キッカー,check,Check,5
Qc8cAc,KsTc,10,フラッシュドロー,check,Check,5
JsKs5d,Jh9c,5,セカンドペア弱,check,Check,5
TsKcAh,8h8d,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Qs9c,2,エア,check,Check,5
6s8d7c,As7s,8,セカンドペア強,bet,Bet 2,5
JsKs5d,JhJc,18,セット,bet,Bet 4,5
Ad9h8h,As7d,10,TP+弱キッカー,check,Check,5
Ad9h8h,7d6d,8,OESD,bet,Bet 4,5
QcAdKh,Jd9h,5,ガットショット,bet,Bet 4,5
Td6h4h,Jc6c,5,セカンドペア弱,check,Check,5
JsKs5d,KcJh,15,2ペア,bet,Bet 4,5
Js8d3c,8h8c,18,セット,bet,Bet 2,5
6s8d7c,7h7d,18,セット,bet,Bet 2,5
TsKcAh,QhTc,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Ah3s,5,ガットショット,bet,Bet 4,5
Ad9h8h,Kc5c,2,エア,check,Check,5
9dTs8s,Ad4h,2,バックドアドロー,check,Check,5
Ad8d3d,KhJc,2,バックドアドロー,check,Check,5
4s4h3h,Kd9h,2,バックドアドロー,check,Check,5
TsKcAh,Kh9d,5,セカンドペア弱,check,Check,5
JsKs5d,Tc8d,2,エア,check,Check,5
JsKs5d,8c6c,2,エア,check,Check,5
Ad8d3d,Ah4s,10,TP+弱キッカー,check,Check,5
Ad8d3d,Ts8c,5,セカンドペア弱,check,Check,5
Th3s2d,Ah6c,2,バックドアドロー,bet,Bet 4,5
Td6h4h,As7d,2,エア,check,Check,5
Jh4h5s,Ac7d,2,エア,check,Check,5
4s4h3h,Ad6h,2,バックドアドロー,check,Check,5
AcKs7d,3s3d,5,弱ペア/ボトムペア,bet,Bet 4,5
Jh4h5s,QhTd,2,バックドアドロー,bet,Bet 4,5
AcKs7d,AsJs,10,TP+中キッカー,bet,Bet 4,5
7d6c4h,Js4s,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,QdTd,20,フラッシュ/SF,bet,Bet 2,5
9s7s4c,Jc5c,2,バックドアドロー,bet,Bet 4,5
Jh4h5s,Ad4s,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,9s9c,15,オーバーペア,bet,Bet 2,5
AcKs7d,AdJc,10,TP+中キッカー,bet,Bet 4,5
Ad8d3d,As4c,10,TP+弱キッカー,check,Check,5
Ad9h8h,Kc6c,2,エア,check,Check,5
Js8d3c,Ad3h,5,弱ペア/ボトムペア,bet,Bet 2,5
JcJh4s,Qd3d,2,エア,bet,Bet 2,5
9s7s4c,KdJh,2,エア,check,Check,5
Th3s2d,As9d,2,バックドアドロー,check,Check,5
Jh4h5s,2d2c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Ah8c,2,バックドアドロー,bet,Bet 4,5
Qc8cAc,As6c,12,コンボドロー(TP+弱キッカー),check,Check,5
4s4h3h,9s8s,2,バックドアドロー,bet,Bet 2,5
5c5dAh,8d6d,2,バックドアドロー,bet,Bet 2,5
Js8d3c,Ac8c,8,セカンドペア強,bet,Bet 2,5
AcKs7d,As7s,15,2ペア,bet,Bet 4,5
6s8d7c,4s4c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,AcTc,2,エア,check,Check,5
Ad8d3d,Ah6h,10,TP+弱キッカー,check,Check,5
4s4h3h,Ad7d,2,エア,check,Check,5
Td6h4h,AcKc,2,エア,check,Check,5
TsKcAh,JsTc,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Qc9s,8,セカンドペア強,check,Check,5
Th3s2d,JdTc,10,TP+中キッカー,check,Check,5
Ad9h8h,Js9c,5,セカンドペア弱,check,Check,5
QcAdKh,QhTh,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,KsJs,10,フラッシュドロー,bet,Bet 4,5
Ad8d3d,4h4d,8,ドロー+弱ペア,check,Check,5
TsKcAh,8s8h,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,AdJh,2,エア,check,Check,5
JsKs5d,QhQd,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Ah5d,2,バックドアドロー,bet,Bet 4,5
TsKcAh,5s5c,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Kd7d,5,セカンドペア弱,check,Check,5
Qc8cAc,5s5d,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,KdTc,2,エア,check,Check,5
Ad8d3d,9s9c,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,Td9c,2,エア,bet,Bet 2,5
5c5dAh,As2s,15,2ペア,check,Check,5
JsKs5d,AcQd,5,ガットショット,check,Check,5
5c5dAh,Th8h,2,バックドアドロー,bet,Bet 2,5
Qc8cAc,TdTc,8,ドロー+弱ペア,check,Check,5
AcKs7d,AhAd,18,セット,bet,Bet 4,5
5c5dAh,8s8c,15,2ペア,bet,Bet 2,5
9s7s4c,Js6s,10,フラッシュドロー,check,Check,5
Js8d3c,QdJd,12,TP+強キッカー,bet,Bet 2,5
7d6c4h,4s4c,18,セット,bet,Bet 2,5
TsKcAh,Ks9c,5,セカンドペア弱,check,Check,5
JsKs5d,KcJc,15,2ペア,bet,Bet 4,5
Js8d3c,Qd9s,5,ガットショット,bet,Bet 2,5
8h8cTc,Qd9c,5,ガットショット,bet,Bet 2,5
9s7s4c,AhJs,2,バックドアドロー,check,Check,5
5c2d3h,KhTs,2,エア,check,Check,5
JcJh4s,QcJs,18,セット,bet,Bet 2,5
QcAdKh,Kd9h,5,セカンドペア弱,check,Check,5
JsKs5d,AsAd,15,オーバーペア,bet,Bet 4,5
Js8d3c,5s5d,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Td7d,2,エア,check,Check,5
Th3s2d,As9d,2,バックドアドロー,check,Check,5
5c5dAh,2s2h,15,2ペア,bet,Bet 2,5
QcAdKh,Qh7h,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Td8s,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,7s6s,8,OESD,bet,Bet 4,5
Th4c5d,Ac8c,2,バックドアドロー,check,Check,5
8h8cTc,Ah5c,2,バックドアドロー,bet,Bet 2,5
9dTs8s,AdAc,15,オーバーペア,check,Check,5
Th3s2d,AsJh,2,バックドアドロー,check,Check,5
Td6h4h,Ad6d,8,セカンドペア強,bet,Bet 4,5
AcKs7d,5h5c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,6d5d,5,セカンドペア弱,check,Check,5
Ad8d3d,9s9c,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Qh9c,8,セカンドペア強,check,Check,5
Th3s2d,QcTs,12,TP+強キッカー,check,Check,5
Th3s2d,Ah9s,2,バックドアドロー,check,Check,5
Js8d3c,Ah9h,2,エア,check,Check,5
AcKs7d,Jh4h,2,エア,check,Check,5
Ad9h8h,KsJh,2,バックドアドロー,bet,Bet 4,5
Qc8cAc,Qs3s,5,セカンドペア弱,check,Check,5
Ks7h2d,KhQh,12,TP+強キッカー,bet,Bet 2,5
Th4c5d,2h2d,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Ad7c,2,エア,check,Check,5
Td6h4h,5s4s,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Kc9d,10,TP+中キッカー,check,Check,5
4s4h3h,Ah8h,10,フラッシュドロー,bet,Bet 2,5
Ad8d3d,As6c,10,TP+弱キッカー,check,Check,5
JsKs5d,Ad9h,2,エア,check,Check,5
4s4h3h,Ad8h,2,バックドアドロー,check,Check,5
Ad9h8h,AhJs,10,TP+中キッカー,check,Check,5
6s8d7c,Jc9s,8,OESD,bet,Bet 2,5
Td6h4h,Kc8c,2,エア,check,Check,5
9s7s4c,QhTc,2,エア,bet,Bet 4,5
Th3s2d,Tc7c,10,TP+弱キッカー,check,Check,5
TsKcAh,5d4d,2,エア,check,Check,5
8h8cTc,Kc3c,10,フラッシュドロー,bet,Bet 2,5
AcKs7d,Ad7c,15,2ペア,bet,Bet 4,5
Ad8d3d,As7h,10,TP+弱キッカー,check,Check,5
Ad8d3d,Js8s,5,セカンドペア弱,check,Check,5
Td6h4h,JsJd,15,オーバーペア,bet,Bet 4,5
5c5dAh,Qs4s,2,エア,bet,Bet 2,5
Js8d3c,Jc4c,10,TP+弱キッカー,bet,Bet 2,5
Ad8d3d,As7d,12,コンボドロー(TP+弱キッカー),check,Check,5
Td6h4h,3s3d,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Ks9c,2,エア,check,Check,5
Th3s2d,Ah8s,2,バックドアドロー,check,Check,5
Ad9h8h,2h2c,5,弱ペア/ボトムペア,bet,Bet 4,5
JsKs5d,9s9d,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,KcJh,5,セカンドペア弱,check,Check,5
Td6h4h,9d9c,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,AhKd,2,バックドアドロー,check,Check,5
Ks7h2d,Jd9h,2,エア,bet,Bet 2,5
9dTs8s,QcJs,18,ストレート,bet,Bet 2,5
5c2d3h,KhTs,2,エア,check,Check,5
TsKcAh,As6h,10,TP+弱キッカー,check,Check,5
Jh4h5s,AsTs,2,バックドアドロー,check,Check,5
5c2d3h,Jd5d,10,TP+中キッカー,bet,Bet 2,5
AcKs7d,JdJc,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Ad9h,2,エア,check,Check,5
7d6c4h,Ah3d,5,ガットショット,bet,Bet 2,5
TsKcAh,AsKd,15,2ペア,bet,Bet 4,5
QcAdKh,Qs6s,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Ad4h,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Ac3d,2,バックドアドロー,check,Check,5
9dTs8s,3h3c,5,弱ペア/ボトムペア,check,Check,5
5c5dAh,KdJh,2,エア,check,Check,5
JcJh4s,Ad8h,2,エア,check,Check,5
Jh4h5s,5h5c,18,セット,bet,Bet 4,5
Jh4h5s,Ac3h,5,ガットショット,bet,Bet 4,5
9s7s4c,QcTs,2,バックドアドロー,bet,Bet 4,5
Ad8d3d,Ac6d,12,コンボドロー(TP+弱キッカー),check,Check,5
5c2d3h,Th6h,5,ガットショット,bet,Bet 2,5
Ad8d3d,KhQh,2,バックドアドロー,check,Check,5
JcJh4s,AsAh,15,2ペア,check,Check,5
JsKs5d,7s7c,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,AdTc,15,TPTK,bet,Bet 4,5
4s4h3h,QdQc,15,2ペア,bet,Bet 2,5
9s7s4c,Ad6h,2,エア,check,Check,5
Qc8cAc,KhQh,8,セカンドペア強,check,Check,5
QcAdKh,Qd3d,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Ks5s,5,セカンドペア弱,check,Check,5
Td6h4h,Ts8c,10,TP+中キッカー,check,Check,5
Th3s2d,Ad6c,2,バックドアドロー,bet,Bet 4,5
Jh4h5s,6d6c,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Qd8d,18,セット,bet,Bet 2,5
Ad9h8h,JhJd,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,AcKs,2,バックドアドロー,bet,Bet 2,5
4s4h3h,Ad6d,2,エア,check,Check,5
5c2d3h,AcTd,5,ガットショット,check,Check,5
Ks7h2d,8h8d,5,弱ペア/ボトムペア,bet,Bet 2,5
9dTs8s,Ac8d,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,9s9d,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,Kd4d,5,弱ペア/ボトムペア,bet,Bet 2,5
Ad9h8h,Qc5c,2,エア,check,Check,5
7d6c4h,As6s,8,セカンドペア強,bet,Bet 2,5
9dTs8s,AcJh,8,OESD,check,Check,5
9dTs8s,9c7c,12,コンボドロー(セカンドペア弱),check,Check,5
Js8d3c,AhAc,15,オーバーペア,bet,Bet 2,5
Ad8d3d,KhTs,2,バックドアドロー,check,Check,5
Ad9h8h,As9c,15,2ペア,bet,Bet 4,5
Th3s2d,4d4c,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,AcTh,2,エア,check,Check,5
5c5dAh,Td8s,2,エア,check,Check,5
TsKcAh,Th7h,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Th8s,18,セット,bet,Bet 2,5
TsKcAh,JdTc,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,As3d,5,ガットショット,bet,Bet 4,5
6s8d7c,Tc9h,18,ストレート,bet,Bet 2,5
Th4c5d,Ah9h,2,バックドアドロー,check,Check,5
Th4c5d,Ks8d,2,エア,check,Check,5
Td6h4h,8h8d,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,KcJs,2,バックドアドロー,check,Check,5
6s8d7c,QdJc,2,バックドアドロー,bet,Bet 2,5
Td6h4h,Qc3c,2,エア,check,Check,5
JsKs5d,9s9c,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,AcKd,15,TPTK,bet,Bet 2,5
8h8cTc,Ks5s,2,エア,check,Check,5
TsKcAh,KsJh,5,セカンドペア弱,check,Check,5
9dTs8s,As8d,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,Ah7h,10,TP+弱キッカー,check,Check,5
JsKs5d,Tc8c,2,エア,check,Check,5
TsKcAh,Ks8d,5,セカンドペア弱,check,Check,5
4s4h3h,Kh9d,2,バックドアドロー,bet,Bet 2,5
6s8d7c,Ad4s,5,ガットショット,bet,Bet 2,5
Th4c5d,AsQs,2,エア,check,Check,5
