id,topic,gametype,depth,stacks,preflop_actions,flop_actions,turn_actions,river_actions,board,ctx,board_family,opener,caller,preflop_label,size_config,doc,note
E0082,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R5.7,,,Ts8s5s,flop_cbet_def_large,monotone,CO,BB,COvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large monotone COvBB MTT_200bb
E0083,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R5.7,,,Ks7d7c,flop_cbet_def_large,paired,CO,BB,COvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large paired COvBB MTT_200bb
E0084,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R5.7,,,9s9d4c,flop_cbet_def_large,paired,CO,BB,COvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large paired COvBB MTT_200bb
E0085,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ks7d2cTh,turn_2nd_def_small,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dry_high COvBB MTT_200bb
E0086,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Qh8d3sTh,turn_2nd_def_small,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dry_high COvBB MTT_200bb
E0087,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts9d7c2c,turn_2nd_def_small,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic COvBB MTT_200bb
E0088,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9h8d6c2c,turn_2nd_def_small,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic COvBB MTT_200bb
E0089,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts9s8d2h,turn_2nd_def_small,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic_2tone COvBB MTT_200bb
E0090,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9s8s6d2h,turn_2nd_def_small,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic_2tone COvBB MTT_200bb
E0091,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,8s5h2cTd,turn_2nd_def_small,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small low_dry COvBB MTT_200bb
E0092,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9c6d4sTd,turn_2nd_def_small,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small low_dry COvBB MTT_200bb
E0093,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,KsQsJs2d,turn_2nd_def_small,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small monotone COvBB MTT_200bb
E0094,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts8s5s2d,turn_2nd_def_small,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small monotone COvBB MTT_200bb
E0095,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ks7d7cTh,turn_2nd_def_small,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small paired COvBB MTT_200bb
E0096,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9s9d4cTh,turn_2nd_def_small,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small paired COvBB MTT_200bb
E0097,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Ks7d2cTh,turn_2nd_def_large,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dry_high COvBB MTT_200bb
E0098,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Qh8d3sTh,turn_2nd_def_large,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dry_high COvBB MTT_200bb
E0099,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Ts9d7c2c,turn_2nd_def_large,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic COvBB MTT_200bb
E0100,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,9h8d6c2c,turn_2nd_def_large,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic COvBB MTT_200bb
E0101,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Ts9s8d2h,turn_2nd_def_large,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic_2tone COvBB MTT_200bb
E0102,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,9s8s6d2h,turn_2nd_def_large,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic_2tone COvBB MTT_200bb
E0103,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,8s5h2cTd,turn_2nd_def_large,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large low_dry COvBB MTT_200bb
E0104,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,9c6d4sTd,turn_2nd_def_large,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large low_dry COvBB MTT_200bb
E0105,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,KsQsJs2d,turn_2nd_def_large,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large monotone COvBB MTT_200bb
E0106,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Ts8s5s2d,turn_2nd_def_large,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large monotone COvBB MTT_200bb
E0107,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,Ks7d7cTh,turn_2nd_def_large,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large paired COvBB MTT_200bb
E0108,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R7.8,,9s9d4cTh,turn_2nd_def_large,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large paired COvBB MTT_200bb
E0109,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ks7d2cTh,turn_probe_def,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dry_high COvBB MTT_200bb
E0110,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Qh8d3sTh,turn_probe_def,dry_high,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dry_high COvBB MTT_200bb
E0111,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ts9d7c2c,turn_probe_def,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dynamic COvBB MTT_200bb
E0112,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9h8d6c2c,turn_probe_def,dynamic,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dynamic COvBB MTT_200bb
E0113,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ts9s8d2h,turn_probe_def,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dynamic_2tone COvBB MTT_200bb
E0114,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9s8s6d2h,turn_probe_def,dynamic_2tone,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def dynamic_2tone COvBB MTT_200bb
E0115,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,8s5h2cTd,turn_probe_def,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def low_dry COvBB MTT_200bb
E0116,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9c6d4sTd,turn_probe_def,low_dry,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def low_dry COvBB MTT_200bb
E0117,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,KsQsJs2d,turn_probe_def,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def monotone COvBB MTT_200bb
E0118,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ts8s5s2d,turn_probe_def,monotone,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def monotone COvBB MTT_200bb
E0119,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ks7d7cTh,turn_probe_def,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def paired COvBB MTT_200bb
E0120,design_turn_probe_def_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9s9d4cTh,turn_probe_def,paired,CO,BB,COvBB,MTT_200bb,Turn defense vs probe,turn_probe_def paired COvBB MTT_200bb
E0121,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Ks7d2c,flop_cbet_def_small,dry_high,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dry_high HJvBB MTT_200bb
E0122,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Qh8d3s,flop_cbet_def_small,dry_high,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dry_high HJvBB MTT_200bb
E0123,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Ts9d7c,flop_cbet_def_small,dynamic,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dynamic HJvBB MTT_200bb
E0124,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,9h8d6c,flop_cbet_def_small,dynamic,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dynamic HJvBB MTT_200bb
E0125,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Ts9s8d,flop_cbet_def_small,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dynamic_2tone HJvBB MTT_200bb
E0126,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,9s8s6d,flop_cbet_def_small,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small dynamic_2tone HJvBB MTT_200bb
E0127,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,8s5h2c,flop_cbet_def_small,low_dry,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small low_dry HJvBB MTT_200bb
E0128,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,9c6d4s,flop_cbet_def_small,low_dry,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small low_dry HJvBB MTT_200bb
E0129,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,KsQsJs,flop_cbet_def_small,monotone,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small monotone HJvBB MTT_200bb
E0130,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Ts8s5s,flop_cbet_def_small,monotone,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small monotone HJvBB MTT_200bb
E0131,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,Ks7d7c,flop_cbet_def_small,paired,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small paired HJvBB MTT_200bb
E0132,design_flop_cbet_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1,,,9s9d4c,flop_cbet_def_small,paired,HJ,BB,HJvBB,MTT_200bb,Face flop small cbet,flop_cbet_def_small paired HJvBB MTT_200bb
E0133,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Ks7d2c,flop_cbet_def_large,dry_high,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dry_high HJvBB MTT_200bb
E0134,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Qh8d3s,flop_cbet_def_large,dry_high,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dry_high HJvBB MTT_200bb
E0135,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Ts9d7c,flop_cbet_def_large,dynamic,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dynamic HJvBB MTT_200bb
E0136,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,9h8d6c,flop_cbet_def_large,dynamic,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dynamic HJvBB MTT_200bb
E0137,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Ts9s8d,flop_cbet_def_large,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dynamic_2tone HJvBB MTT_200bb
E0138,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,9s8s6d,flop_cbet_def_large,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large dynamic_2tone HJvBB MTT_200bb
E0139,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,8s5h2c,flop_cbet_def_large,low_dry,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large low_dry HJvBB MTT_200bb
E0140,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,9c6d4s,flop_cbet_def_large,low_dry,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large low_dry HJvBB MTT_200bb
E0141,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,KsQsJs,flop_cbet_def_large,monotone,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large monotone HJvBB MTT_200bb
E0142,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Ts8s5s,flop_cbet_def_large,monotone,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large monotone HJvBB MTT_200bb
E0143,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,Ks7d7c,flop_cbet_def_large,paired,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large paired HJvBB MTT_200bb
E0144,design_flop_cbet_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R5.7,,,9s9d4c,flop_cbet_def_large,paired,HJ,BB,HJvBB,MTT_200bb,Face flop large cbet,flop_cbet_def_large paired HJvBB MTT_200bb
E0145,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Ks7d2cTh,turn_2nd_def_small,dry_high,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dry_high HJvBB MTT_200bb
E0146,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Qh8d3sTh,turn_2nd_def_small,dry_high,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dry_high HJvBB MTT_200bb
E0147,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Ts9d7c2c,turn_2nd_def_small,dynamic,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic HJvBB MTT_200bb
E0148,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,9h8d6c2c,turn_2nd_def_small,dynamic,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic HJvBB MTT_200bb
E0149,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Ts9s8d2h,turn_2nd_def_small,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic_2tone HJvBB MTT_200bb
E0150,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,9s8s6d2h,turn_2nd_def_small,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small dynamic_2tone HJvBB MTT_200bb
E0151,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,8s5h2cTd,turn_2nd_def_small,low_dry,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small low_dry HJvBB MTT_200bb
E0152,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,9c6d4sTd,turn_2nd_def_small,low_dry,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small low_dry HJvBB MTT_200bb
E0153,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,KsQsJs2d,turn_2nd_def_small,monotone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small monotone HJvBB MTT_200bb
E0154,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Ts8s5s2d,turn_2nd_def_small,monotone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small monotone HJvBB MTT_200bb
E0155,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,Ks7d7cTh,turn_2nd_def_small,paired,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small paired HJvBB MTT_200bb
E0156,design_turn_2nd_def_small_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R5.2,,9s9d4cTh,turn_2nd_def_small,paired,HJ,BB,HJvBB,MTT_200bb,Turn defense vs 50%,turn_2nd_def_small paired HJvBB MTT_200bb
E0157,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,Ks7d2cTh,turn_2nd_def_large,dry_high,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dry_high HJvBB MTT_200bb
E0158,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,Qh8d3sTh,turn_2nd_def_large,dry_high,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dry_high HJvBB MTT_200bb
E0159,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,Ts9d7c2c,turn_2nd_def_large,dynamic,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic HJvBB MTT_200bb
E0160,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,9h8d6c2c,turn_2nd_def_large,dynamic,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic HJvBB MTT_200bb
E0161,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,Ts9s8d2h,turn_2nd_def_large,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic_2tone HJvBB MTT_200bb
E0162,design_turn_2nd_def_large_MTT_200bb,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C,X-R2.1-C,X-R7.8,,9s8s6d2h,turn_2nd_def_large,dynamic_2tone,HJ,BB,HJvBB,MTT_200bb,Turn defense vs large,turn_2nd_def_large dynamic_2tone HJvBB MTT_200bb
