id,topic,gametype,depth,stacks,preflop_actions,flop_actions,turn_actions,river_actions,board,ctx,board_family,opener,caller,note
D0110,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.5-F-C,X-X,X-R5.2,,9s7s4s2d,turn_probe_defense,monotone,BTN,BB,turn_probe_defense monotone BTNvBB
D0111,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.5-F-C,X-X,X-R5.2,,Ks7d7cTh,turn_probe_defense,paired,BTN,BB,turn_probe_defense paired BTNvBB
D0112,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.5-F-C,X-X,X-R5.2,,Th7s7d9c,turn_probe_defense,paired,BTN,BB,turn_probe_defense paired BTNvBB
D0113,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.5-F-C,X-X,X-R5.2,,9s9d4cTh,turn_probe_defense,paired,BTN,BB,turn_probe_defense paired BTNvBB
D0114,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-F-R2.5-F-C,X-X,X-R5.2,,KsKd2cTh,turn_probe_defense,paired,BTN,BB,turn_probe_defense paired BTNvBB
D0115,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Ks7d2c,flop_cbet_attack,dry_high,CO,BB,flop_cbet_attack dry_high COvBB
D0116,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Qh8d3s,flop_cbet_attack,dry_high,CO,BB,flop_cbet_attack dry_high COvBB
D0117,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Js5c2h,flop_cbet_attack,dry_high,CO,BB,flop_cbet_attack dry_high COvBB
D0118,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Ts9d7c,flop_cbet_attack,dynamic,CO,BB,flop_cbet_attack dynamic COvBB
D0119,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,9h8d6c,flop_cbet_attack,dynamic,CO,BB,flop_cbet_attack dynamic COvBB
D0120,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,8c7d5s,flop_cbet_attack,dynamic,CO,BB,flop_cbet_attack dynamic COvBB
D0121,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Ts9s8d,flop_cbet_attack,dynamic_2tone,CO,BB,flop_cbet_attack dynamic_2tone COvBB
D0122,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,9s8s6d,flop_cbet_attack,dynamic_2tone,CO,BB,flop_cbet_attack dynamic_2tone COvBB
D0123,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,7s6s5d,flop_cbet_attack,dynamic_2tone,CO,BB,flop_cbet_attack dynamic_2tone COvBB
D0124,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,8s5h2c,flop_cbet_attack,low_dry,CO,BB,flop_cbet_attack low_dry COvBB
D0125,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,9c6d4s,flop_cbet_attack,low_dry,CO,BB,flop_cbet_attack low_dry COvBB
D0126,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,7h4d2c,flop_cbet_attack,low_dry,CO,BB,flop_cbet_attack low_dry COvBB
D0127,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,KsQsJs,flop_cbet_attack,monotone,CO,BB,flop_cbet_attack monotone COvBB
D0128,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Ts8s5s,flop_cbet_attack,monotone,CO,BB,flop_cbet_attack monotone COvBB
D0129,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,9s7s4s,flop_cbet_attack,monotone,CO,BB,flop_cbet_attack monotone COvBB
D0130,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Ks7d7c,flop_cbet_attack,paired,CO,BB,flop_cbet_attack paired COvBB
D0131,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,Th7s7d,flop_cbet_attack,paired,CO,BB,flop_cbet_attack paired COvBB
D0132,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,9s9d4c,flop_cbet_attack,paired,CO,BB,flop_cbet_attack paired COvBB
D0133,design_flop_cbet_attack,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,,,,KsKd2c,flop_cbet_attack,paired,CO,BB,flop_cbet_attack paired COvBB
D0134,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Ks7d2c,flop_cbet_defense,dry_high,CO,BB,flop_cbet_defense dry_high COvBB
D0135,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Qh8d3s,flop_cbet_defense,dry_high,CO,BB,flop_cbet_defense dry_high COvBB
D0136,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Js5c2h,flop_cbet_defense,dry_high,CO,BB,flop_cbet_defense dry_high COvBB
D0137,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Ts9d7c,flop_cbet_defense,dynamic,CO,BB,flop_cbet_defense dynamic COvBB
D0138,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,9h8d6c,flop_cbet_defense,dynamic,CO,BB,flop_cbet_defense dynamic COvBB
D0139,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,8c7d5s,flop_cbet_defense,dynamic,CO,BB,flop_cbet_defense dynamic COvBB
D0140,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Ts9s8d,flop_cbet_defense,dynamic_2tone,CO,BB,flop_cbet_defense dynamic_2tone COvBB
D0141,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,9s8s6d,flop_cbet_defense,dynamic_2tone,CO,BB,flop_cbet_defense dynamic_2tone COvBB
D0142,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,7s6s5d,flop_cbet_defense,dynamic_2tone,CO,BB,flop_cbet_defense dynamic_2tone COvBB
D0143,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,8s5h2c,flop_cbet_defense,low_dry,CO,BB,flop_cbet_defense low_dry COvBB
D0144,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,9c6d4s,flop_cbet_defense,low_dry,CO,BB,flop_cbet_defense low_dry COvBB
D0145,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,7h4d2c,flop_cbet_defense,low_dry,CO,BB,flop_cbet_defense low_dry COvBB
D0146,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,KsQsJs,flop_cbet_defense,monotone,CO,BB,flop_cbet_defense monotone COvBB
D0147,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Ts8s5s,flop_cbet_defense,monotone,CO,BB,flop_cbet_defense monotone COvBB
D0148,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,9s7s4s,flop_cbet_defense,monotone,CO,BB,flop_cbet_defense monotone COvBB
D0149,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Ks7d7c,flop_cbet_defense,paired,CO,BB,flop_cbet_defense paired COvBB
D0150,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,Th7s7d,flop_cbet_defense,paired,CO,BB,flop_cbet_defense paired COvBB
D0151,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,9s9d4c,flop_cbet_defense,paired,CO,BB,flop_cbet_defense paired COvBB
D0152,design_flop_cbet_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1,,,KsKd2c,flop_cbet_defense,paired,CO,BB,flop_cbet_defense paired COvBB
D0153,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Ks7d2cTh,turn_2nd_barrel,dry_high,CO,BB,turn_2nd_barrel dry_high COvBB
D0154,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Qh8d3sTh,turn_2nd_barrel,dry_high,CO,BB,turn_2nd_barrel dry_high COvBB
D0155,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Js5c2hTh,turn_2nd_barrel,dry_high,CO,BB,turn_2nd_barrel dry_high COvBB
D0156,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Ts9d7c2c,turn_2nd_barrel,dynamic,CO,BB,turn_2nd_barrel dynamic COvBB
D0157,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,9h8d6c2c,turn_2nd_barrel,dynamic,CO,BB,turn_2nd_barrel dynamic COvBB
D0158,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,8c7d5s2c,turn_2nd_barrel,dynamic,CO,BB,turn_2nd_barrel dynamic COvBB
D0159,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Ts9s8d2h,turn_2nd_barrel,dynamic_2tone,CO,BB,turn_2nd_barrel dynamic_2tone COvBB
D0160,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,9s8s6d2h,turn_2nd_barrel,dynamic_2tone,CO,BB,turn_2nd_barrel dynamic_2tone COvBB
D0161,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,7s6s5d2h,turn_2nd_barrel,dynamic_2tone,CO,BB,turn_2nd_barrel dynamic_2tone COvBB
D0162,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,8s5h2cTd,turn_2nd_barrel,low_dry,CO,BB,turn_2nd_barrel low_dry COvBB
D0163,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,9c6d4sTd,turn_2nd_barrel,low_dry,CO,BB,turn_2nd_barrel low_dry COvBB
D0164,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,7h4d2cTd,turn_2nd_barrel,low_dry,CO,BB,turn_2nd_barrel low_dry COvBB
D0165,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,KsQsJs2d,turn_2nd_barrel,monotone,CO,BB,turn_2nd_barrel monotone COvBB
D0166,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Ts8s5s2d,turn_2nd_barrel,monotone,CO,BB,turn_2nd_barrel monotone COvBB
D0167,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,9s7s4s2d,turn_2nd_barrel,monotone,CO,BB,turn_2nd_barrel monotone COvBB
D0168,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Ks7d7cTh,turn_2nd_barrel,paired,CO,BB,turn_2nd_barrel paired COvBB
D0169,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,Th7s7d9c,turn_2nd_barrel,paired,CO,BB,turn_2nd_barrel paired COvBB
D0170,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,9s9d4cTh,turn_2nd_barrel,paired,CO,BB,turn_2nd_barrel paired COvBB
D0171,design_turn_2nd_barrel,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,,,KsKd2cTh,turn_2nd_barrel,paired,CO,BB,turn_2nd_barrel paired COvBB
D0172,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ks7d2cTh,turn_2nd_defense,dry_high,CO,BB,turn_2nd_defense dry_high COvBB
D0173,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Qh8d3sTh,turn_2nd_defense,dry_high,CO,BB,turn_2nd_defense dry_high COvBB
D0174,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Js5c2hTh,turn_2nd_defense,dry_high,CO,BB,turn_2nd_defense dry_high COvBB
D0175,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts9d7c2c,turn_2nd_defense,dynamic,CO,BB,turn_2nd_defense dynamic COvBB
D0176,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9h8d6c2c,turn_2nd_defense,dynamic,CO,BB,turn_2nd_defense dynamic COvBB
D0177,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,8c7d5s2c,turn_2nd_defense,dynamic,CO,BB,turn_2nd_defense dynamic COvBB
D0178,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts9s8d2h,turn_2nd_defense,dynamic_2tone,CO,BB,turn_2nd_defense dynamic_2tone COvBB
D0179,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9s8s6d2h,turn_2nd_defense,dynamic_2tone,CO,BB,turn_2nd_defense dynamic_2tone COvBB
D0180,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,7s6s5d2h,turn_2nd_defense,dynamic_2tone,CO,BB,turn_2nd_defense dynamic_2tone COvBB
D0181,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,8s5h2cTd,turn_2nd_defense,low_dry,CO,BB,turn_2nd_defense low_dry COvBB
D0182,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9c6d4sTd,turn_2nd_defense,low_dry,CO,BB,turn_2nd_defense low_dry COvBB
D0183,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,7h4d2cTd,turn_2nd_defense,low_dry,CO,BB,turn_2nd_defense low_dry COvBB
D0184,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,KsQsJs2d,turn_2nd_defense,monotone,CO,BB,turn_2nd_defense monotone COvBB
D0185,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ts8s5s2d,turn_2nd_defense,monotone,CO,BB,turn_2nd_defense monotone COvBB
D0186,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9s7s4s2d,turn_2nd_defense,monotone,CO,BB,turn_2nd_defense monotone COvBB
D0187,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Ks7d7cTh,turn_2nd_defense,paired,CO,BB,turn_2nd_defense paired COvBB
D0188,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,Th7s7d9c,turn_2nd_defense,paired,CO,BB,turn_2nd_defense paired COvBB
D0189,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,9s9d4cTh,turn_2nd_defense,paired,CO,BB,turn_2nd_defense paired COvBB
D0190,design_turn_2nd_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-R2.1-C,X-R5.2,,KsKd2cTh,turn_2nd_defense,paired,CO,BB,turn_2nd_defense paired COvBB
D0191,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Ks7d2cTh,turn_probe,dry_high,CO,BB,turn_probe dry_high COvBB
D0192,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Qh8d3sTh,turn_probe,dry_high,CO,BB,turn_probe dry_high COvBB
D0193,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Js5c2hTh,turn_probe,dry_high,CO,BB,turn_probe dry_high COvBB
D0194,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Ts9d7c2c,turn_probe,dynamic,CO,BB,turn_probe dynamic COvBB
D0195,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,9h8d6c2c,turn_probe,dynamic,CO,BB,turn_probe dynamic COvBB
D0196,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,8c7d5s2c,turn_probe,dynamic,CO,BB,turn_probe dynamic COvBB
D0197,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Ts9s8d2h,turn_probe,dynamic_2tone,CO,BB,turn_probe dynamic_2tone COvBB
D0198,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,9s8s6d2h,turn_probe,dynamic_2tone,CO,BB,turn_probe dynamic_2tone COvBB
D0199,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,7s6s5d2h,turn_probe,dynamic_2tone,CO,BB,turn_probe dynamic_2tone COvBB
D0200,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,8s5h2cTd,turn_probe,low_dry,CO,BB,turn_probe low_dry COvBB
D0201,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,9c6d4sTd,turn_probe,low_dry,CO,BB,turn_probe low_dry COvBB
D0202,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,7h4d2cTd,turn_probe,low_dry,CO,BB,turn_probe low_dry COvBB
D0203,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,KsQsJs2d,turn_probe,monotone,CO,BB,turn_probe monotone COvBB
D0204,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Ts8s5s2d,turn_probe,monotone,CO,BB,turn_probe monotone COvBB
D0205,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,9s7s4s2d,turn_probe,monotone,CO,BB,turn_probe monotone COvBB
D0206,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Ks7d7cTh,turn_probe,paired,CO,BB,turn_probe paired COvBB
D0207,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,Th7s7d9c,turn_probe,paired,CO,BB,turn_probe paired COvBB
D0208,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,9s9d4cTh,turn_probe,paired,CO,BB,turn_probe paired COvBB
D0209,design_turn_probe,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,,,KsKd2cTh,turn_probe,paired,CO,BB,turn_probe paired COvBB
D0210,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ks7d2cTh,turn_probe_defense,dry_high,CO,BB,turn_probe_defense dry_high COvBB
D0211,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Qh8d3sTh,turn_probe_defense,dry_high,CO,BB,turn_probe_defense dry_high COvBB
D0212,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Js5c2hTh,turn_probe_defense,dry_high,CO,BB,turn_probe_defense dry_high COvBB
D0213,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ts9d7c2c,turn_probe_defense,dynamic,CO,BB,turn_probe_defense dynamic COvBB
D0214,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9h8d6c2c,turn_probe_defense,dynamic,CO,BB,turn_probe_defense dynamic COvBB
D0215,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,8c7d5s2c,turn_probe_defense,dynamic,CO,BB,turn_probe_defense dynamic COvBB
D0216,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,Ts9s8d2h,turn_probe_defense,dynamic_2tone,CO,BB,turn_probe_defense dynamic_2tone COvBB
D0217,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9s8s6d2h,turn_probe_defense,dynamic_2tone,CO,BB,turn_probe_defense dynamic_2tone COvBB
D0218,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,7s6s5d2h,turn_probe_defense,dynamic_2tone,CO,BB,turn_probe_defense dynamic_2tone COvBB
D0219,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,8s5h2cTd,turn_probe_defense,low_dry,CO,BB,turn_probe_defense low_dry COvBB
D0220,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,9c6d4sTd,turn_probe_defense,low_dry,CO,BB,turn_probe_defense low_dry COvBB
D0221,design_turn_probe_defense,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-F-R2.3-F-F-C,X-X,X-R5.2,,7h4d2cTd,turn_probe_defense,low_dry,CO,BB,turn_probe_defense low_dry COvBB
